Invoice ID,Branch,City,Customer type,Gender,Product line,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,,,,,,,,,
787-87-2010,A,Lagos,Member,M,Health and beauty,Health and beauty-787-87-2010,"N19,980.00",4,3996,83916,1/20/2019,15:48,Card,79920,4.761904762,"N3,996.00",6.6,,,,,,,,,
886-54-6089,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-886-54-6089,"N4,114.80",6,1234.44,25923.24,1/15/2019,17:24,Cash,24688.8,4.761904762,"N1,234.44",7.7,,,,,,,,,
534-53-3526,A,Lagos,Normal,F,Sports and travel,Sports and travel-534-53-3526,"N34,113.60",4,6822.72,143277.12,2/11/2019,16:06,   Epay,136454.4,4.761904762,"N6,822.72",7.8,,,,,,,,,
307-04-2070,A,Lagos,Member,F,Fashion accessories,Fashion accessories-307-04-2070,"N11,023.20",1,551.16,11574.36,2/5/2019,14:14,Card,11023.2,4.761904762,N551.16,4.1,,,,,,,,,
404-91-5964,A,Lagos,Normal,M,Electronic accessories,Electronic accessories-404-91-5964,"N26,848.80",7,9397.08,197338.68,2/4/2019,16:09,Card,187941.6,4.761904762,"N9,397.08",9,,,,,,,,,
497-37-6538,A,Lagos,Normal,M,Sports and travel,Sports and travel-497-37-6538,"N21,207.60",7,7422.66,155875.86,1/17/2019,15:15,   Epay,148453.2,4.761904762,"N7,422.66",9.7,,,,,,,,,
651-96-5970,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-651-96-5970,"N16,707.60",1,835.38,17542.98,3/3/2019,20:06,Card,16707.6,4.761904762,N835.38,4,,,,,,,,,
263-12-5321,A,Lagos,Member,M,Electronic accessories,Electronic accessories-263-12-5321,"N33,336.00",7,11667.6,245019.6,2/27/2019,12:52,Card,233352,4.761904762,"N11,667.60",9.3,,,,,,,,,
702-72-0487,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-702-72-0487,"N16,779.60",2,1677.96,35237.16,2/26/2019,12:28,Card,33559.2,4.761904762,"N1,677.96",6.6,,,,,,,,,
864-24-7918,A,Lagos,Member,F,Sports and travel,Sports and travel-864-24-7918,"N8,816.40",10,4408.2,92572.2,2/22/2019,15:15,Cash,88164,4.761904762,"N4,408.20",8.1,,,,,,,,,
759-29-9521,A,Lagos,Member,F,Fashion accessories,Fashion accessories-759-29-9521,"N17,625.60",9,7931.52,166561.92,3/4/2019,11:27,Cash,158630.4,4.761904762,"N7,931.52",8,,,,,,,,,
220-68-6701,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-220-68-6701,"N27,889.20",4,5577.84,117134.64,3/17/2019,16:36,Cash,111556.8,4.761904762,"N5,577.84",4.2,,,,,,,,,
618-34-8551,A,Lagos,Normal,F,Sports and travel,Sports and travel-618-34-8551,"N33,544.80",2,3354.48,70444.08,1/16/2019,18:41,Card,67089.6,4.761904762,"N3,354.48",8.5,,,,,,,,,
257-60-7754,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-257-60-7754,"N18,082.80",4,3616.56,75947.76,1/8/2019,17:12,Cash,72331.2,4.761904762,"N3,616.56",9,,,,,,,,,
380-60-5336,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-380-60-5336,"N14,493.60",10,7246.8,152182.8,2/24/2019,18:06,Card,144936,4.761904762,"N7,246.80",5,,,,,,,,,
674-56-6360,A,Lagos,Normal,M,Electronic accessories,Electronic accessories-674-56-6360,"N34,254.00",1,1712.7,35966.7,3/22/2019,14:00,Cash,34254,4.761904762,"N1,712.70",6,,,,,,,,,
778-34-2523,A,Lagos,Member,F,Electronic accessories,Electronic accessories-778-34-2523,"N17,503.20",8,7001.28,147026.88,1/24/2019,10:57,Cash,140025.6,4.761904762,"N7,001.28",5,,,,,,,,,
832-51-6761,A,Lagos,Normal,M,Food and beverages,Food and beverages-832-51-6761,"N12,196.80",8,4878.72,102453.12,1/19/2019,20:29,   Epay,97574.4,4.761904762,"N4,878.72",9.6,,,,,,,,,
186-43-8965,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-186-43-8965,"N17,164.80",2,1716.48,36046.08,2/24/2019,10:10,Card,34329.6,4.761904762,"N1,716.48",4.1,,,,,,,,,
276-75-6884,A,Lagos,Normal,F,Health and beauty,Health and beauty-276-75-6884,"N24,735.60",3,3710.34,77917.14,3/4/2019,10:05,Cash,74206.8,4.761904762,"N3,710.34",8.7,,,,,,,,,
569-76-2760,A,Lagos,Member,F,Sports and travel,Sports and travel-569-76-2760,"N7,923.60",4,1584.72,33279.12,1/29/2019,18:15,Card,31694.4,4.761904762,"N1,584.72",6.6,,,,,,,,,
760-53-9233,A,Lagos,Member,M,Fashion accessories,Fashion accessories-760-53-9233,"N14,860.80",3,2229.12,46811.52,3/26/2019,18:37,Card,44582.4,4.761904762,"N2,229.12",8.5,,,,,,,,,
416-17-9926,A,Lagos,Member,F,Electronic accessories,Electronic accessories-416-17-9926,"N26,719.20",10,13359.6,280551.6,1/1/2019,14:42,Card,267192,4.761904762,"N13,359.60",4.3,,,,,,,,,
237-44-6163,A,Lagos,Normal,M,Electronic accessories,Electronic accessories-237-44-6163,"N3,801.60",8,1520.64,31933.44,1/24/2019,17:43,Cash,30412.8,4.761904762,"N1,520.64",7.6,,,,,,,,,
528-14-9470,A,Lagos,Member,M,Health and beauty,Health and beauty-528-14-9470,"N32,868.00",1,1643.4,34511.4,2/14/2019,14:42,   Epay,32868,4.761904762,"N1,643.40",9.2,,,,,,,,,
807-34-3742,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-807-34-3742,"N18,856.80",1,942.84,19799.64,3/26/2019,19:44,Cash,18856.8,4.761904762,N942.84,5.8,,,,,,,,,
288-62-1085,A,Lagos,Member,M,Fashion accessories,Fashion accessories-288-62-1085,"N13,874.40",5,3468.6,72840.6,1/9/2019,13:34,   Epay,69372,4.761904762,"N3,468.60",5.6,,,,,,,,,
497-36-0989,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-497-36-0989,"N18,698.40",3,2804.76,58899.96,2/15/2019,15:21,Cash,56095.2,4.761904762,"N2,804.76",7.9,,,,,,,,,
860-73-6466,A,Lagos,Member,F,Sports and travel,Sports and travel-860-73-6466,"N14,209.20",2,1420.92,29839.32,3/2/2019,16:16,Card,28418.4,4.761904762,"N1,420.92",5,,,,,,,,,
896-34-0956,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-896-34-0956,"N7,675.20",1,383.76,8058.96,1/26/2019,12:43,Cash,7675.2,4.761904762,N383.76,5.9,,,,,,,,,
804-38-3935,A,Lagos,Member,M,Electronic accessories,Electronic accessories-804-38-3935,"N33,760.80",3,5064.12,106346.52,1/30/2019,11:32,Card,101282.4,4.761904762,"N5,064.12",5.9,,,,,,,,,
585-90-0249,A,Lagos,Member,M,Electronic accessories,Electronic accessories-585-90-0249,"N26,373.60",1,1318.68,27692.28,1/27/2019,18:08,   Epay,26373.6,4.761904762,"N1,318.68",9.7,,,,,,,,,
125-45-2293,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-125-45-2293,"N35,676.00",6,10702.8,224758.8,1/19/2019,13:11,Cash,214056,4.761904762,"N10,702.80",4.2,,,,,,,,,
843-73-4724,A,Lagos,Normal,M,Fashion accessories,Fashion accessories-843-73-4724,"N26,676.00",1,1333.8,28009.8,1/25/2019,11:05,Cash,26676,4.761904762,"N1,333.80",9.2,,,,,,,,,
409-33-9708,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-409-33-9708,"N35,452.80",2,3545.28,74450.88,2/19/2019,10:12,   Epay,70905.6,4.761904762,"N3,545.28",9.2,,,,,,,,,
160-22-2687,A,Lagos,Member,F,Health and beauty,Health and beauty-160-22-2687,"N34,542.00",5,8635.5,181345.5,1/23/2019,14:21,   Epay,172710,4.761904762,"N8,635.50",8.8,,,,,,,,,
748-45-2862,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-748-45-2862,"N10,191.60",4,2038.32,42804.72,3/7/2019,18:35,Cash,40766.4,4.761904762,"N2,038.32",8.2,,,,,,,,,
316-66-3011,A,Lagos,Member,F,Food and beverages,Food and beverages-316-66-3011,"N17,146.80",9,7716.06,162037.26,1/23/2019,12:35,Cash,154321.2,4.761904762,"N7,716.06",5,,,,,,,,,
840-76-5966,A,Lagos,Member,M,Sports and travel,Sports and travel-840-76-5966,"N4,593.60",2,459.36,9646.56,1/8/2019,18:06,   Epay,9187.2,4.761904762,N459.36,7.8,,,,,,,,,
124-31-1458,A,Lagos,Member,F,Electronic accessories,Electronic accessories-124-31-1458,"N28,652.40",3,4297.86,90255.06,1/8/2019,14:30,Cash,85957.2,4.761904762,"N4,297.86",6.6,,,,,,,,,
852-82-2749,A,Lagos,Normal,M,Sports and travel,Sports and travel-852-82-2749,"N23,252.40",4,4650.48,97660.08,1/6/2019,13:35,   Epay,93009.6,4.761904762,"N4,650.48",9.3,,,,,,,,,
873-14-6353,A,Lagos,Member,M,Food and beverages,Food and beverages-873-14-6353,"N8,935.20",7,3127.32,65673.72,2/16/2019,10:33,Card,62546.4,4.761904762,"N3,127.32",7.1,,,,,,,,,
166-19-2553,A,Lagos,Member,M,Sports and travel,Sports and travel-166-19-2553,"N32,061.60",6,9618.48,201988.08,1/18/2019,17:26,Cash,192369.6,4.761904762,"N9,618.48",9.9,,,,,,,,,
737-88-5876,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-737-88-5876,"N8,384.40",4,1676.88,35214.48,3/19/2019,11:52,Card,33537.6,4.761904762,"N1,676.88",5.9,,,,,,,,,
448-61-3783,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-448-61-3783,"N32,407.20",8,12962.88,272220.48,3/21/2019,16:08,Card,259257.6,4.761904762,"N12,962.88",4.5,,,,,,,,,
291-55-6563,A,Lagos,Member,F,Home and lifestyle,Home and lifestyle-291-55-6563,"N12,391.20",6,3717.36,78064.56,3/30/2019,12:45,   Epay,74347.2,4.761904762,"N3,717.36",7.5,,,,,,,,,
548-48-3156,A,Lagos,Member,F,Food and beverages,Food and beverages-548-48-3156,"N30,002.40",2,3000.24,63005.04,3/19/2019,13:37,Cash,60004.8,4.761904762,"N3,000.24",7.6,,,,,,,,,
460-93-5834,A,Lagos,Normal,M,Sports and travel,Sports and travel-460-93-5834,"N16,408.80",7,5743.08,120604.68,1/13/2019,10:03,Cash,114861.6,4.761904762,"N5,743.08",5,,,,,,,,,
325-89-4209,A,Lagos,Member,M,Food and beverages,Food and beverages-325-89-4209,"N31,644.00",1,1582.2,33226.2,2/5/2019,19:42,   Epay,31644,4.761904762,"N1,582.20",6.7,,,,,,,,,
884-80-6021,A,Lagos,Member,F,Electronic accessories,Electronic accessories-884-80-6021,"N26,449.20",10,13224.6,277716.6,3/23/2019,13:14,   Epay,264492,4.761904762,"N13,224.60",9.5,,,,,,,,,
880-46-5796,A,Lagos,Member,M,Sports and travel,Sports and travel-880-46-5796,"N27,691.20",10,13845.6,290757.6,3/17/2019,19:53,   Epay,276912,4.761904762,"N13,845.60",5.6,,,,,,,,,
146-09-5432,A,Lagos,Member,M,Food and beverages,Food and beverages-146-09-5432,"N12,614.40",9,5676.48,119206.08,2/9/2019,19:17,   Epay,113529.6,4.761904762,"N5,676.48",4.6,,,,,,,,,
595-94-9924,A,Lagos,Member,F,Health and beauty,Health and beauty-595-94-9924,"N9,982.80",5,2495.7,52409.7,3/26/2019,20:21,Card,49914,4.761904762,"N2,495.70",4.2,,,,,,,,,
865-41-9075,A,Lagos,Normal,M,Food and beverages,Food and beverages-865-41-9075,"N4,150.80",7,1452.78,30508.38,1/28/2019,17:35,Cash,29055.6,4.761904762,"N1,452.78",8.1,,,,,,,,,
186-71-5196,A,Lagos,Member,F,Food and beverages,Food and beverages-186-71-5196,"N28,634.40",2,2863.44,60132.24,3/27/2019,16:30,   Epay,57268.8,4.761904762,"N2,863.44",6.2,,,,,,,,,
453-33-6436,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-453-33-6436,"N33,523.20",8,13409.28,281594.88,2/7/2019,10:09,Cash,268185.6,4.761904762,"N13,409.28",6.8,,,,,,,,,
522-57-8364,A,Lagos,Member,M,Fashion accessories,Fashion accessories-522-57-8364,"N18,482.40",8,7392.96,155252.16,1/31/2019,10:00,   Epay,147859.2,4.761904762,"N7,392.96",7.6,,,,,,,,,
459-45-2396,A,Lagos,Member,F,Food and beverages,Food and beverages-459-45-2396,"N35,856.00",3,5378.4,112946.4,2/25/2019,18:45,Cash,107568,4.761904762,"N5,378.40",5.8,,,,,,,,,
749-81-8133,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-749-81-8133,"N34,081.20",4,6816.24,143141.04,3/11/2019,12:04,Cash,136324.8,4.761904762,"N6,816.24",6.8,,,,,,,,,
397-25-8725,A,Lagos,Member,F,Health and beauty,Health and beauty-397-25-8725,"N14,263.20",9,6418.44,134787.24,1/13/2019,17:54,Card,128368.8,4.761904762,"N6,418.44",6.8,,,,,,,,,
243-55-8457,A,Lagos,Normal,F,Food and beverages,Food and beverages-243-55-8457,"N26,798.40",10,13399.2,281383.2,2/27/2019,11:40,   Epay,267984,4.761904762,"N13,399.20",5.1,,,,,,,,,
361-85-2571,A,Lagos,Normal,F,Sports and travel,Sports and travel-361-85-2571,"N32,212.80",5,8053.2,169117.2,3/30/2019,10:18,Cash,161064,4.761904762,"N8,053.20",7.4,,,,,,,,,
131-70-8179,A,Lagos,Member,F,Health and beauty,Health and beauty-131-70-8179,"N33,152.40",3,4972.86,104430.06,2/17/2019,16:27,Cash,99457.2,4.761904762,"N4,972.86",4.2,,,,,,,,,
720-72-2436,A,Lagos,Normal,M,Food and beverages,Food and beverages-720-72-2436,"N23,947.20",4,4789.44,100578.24,3/2/2019,18:14,   Epay,95788.8,4.761904762,"N4,789.44",6.9,,,,,,,,,
809-69-9497,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-809-69-9497,"N16,444.80",10,8222.4,172670.4,1/19/2019,19:30,   Epay,164448,4.761904762,"N8,222.40",5.7,,,,,,,,,
449-16-6770,A,Lagos,Normal,M,Health and beauty,Health and beauty-449-16-6770,"N18,284.40",5,4571.1,95993.1,2/19/2019,14:53,Card,91422,4.761904762,"N4,571.10",5.3,,,,,,,,,
333-23-2632,A,Lagos,Member,M,Health and beauty,Health and beauty-333-23-2632,"N3,628.80",7,1270.08,26671.68,3/28/2019,20:14,Cash,25401.6,4.761904762,"N1,270.08",4.2,,,,,,,,,
489-82-1237,A,Lagos,Normal,F,Electronic accessories,Electronic accessories-489-82-1237,"N33,796.80",7,11828.88,248406.48,1/5/2019,11:51,Card,236577.6,4.761904762,"N11,828.88",7.3,,,,,,,,,
846-10-0341,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-846-10-0341,"N15,325.20",7,5363.82,112640.22,1/6/2019,11:51,Cash,107276.4,4.761904762,"N5,363.82",6.8,,,,,,,,,
384-59-6655,A,Lagos,Member,F,Food and beverages,Food and beverages-384-59-6655,"N35,517.60",9,15982.92,335641.32,2/19/2019,15:07,Cash,319658.4,4.761904762,"N15,982.92",8.4,,,,,,,,,
324-92-3863,A,Lagos,Member,M,Electronic accessories,Electronic accessories-324-92-3863,"N7,520.40",2,752.04,15792.84,2/5/2019,18:45,Cash,15040.8,4.761904762,N752.04,9.8,,,,,,,,,
593-08-5916,A,Lagos,Normal,F,Fashion accessories,Fashion accessories-593-08-5916,"N5,580.00",1,279,5859,3/19/2019,15:23,Card,5580,4.761904762,N279.00,7.4,,,,,,,,,
558-60-5016,A,Lagos,Normal,F,Home and lifestyle,Home and lifestyle-558-60-5016,"N11,988.00",9,5394.6,113286.6,3/4/2019,15:27,   Epay,107892,4.761904762,"N5,394.60",7.2,,,,,,,,,
195-06-0432,A,Lagos,Member,M,Home and lifestyle,Home and lifestyle-195-06-0432,"N29,163.60",3,4374.54,91865.34,1/13/2019,12:55,Card,87490.8,4.761904762,"N4,374.54",9.3,,,,,,,,,
605-03-2706,A,Lagos,Normal,F,Health and beauty,Health and beauty-605-03-2706,"N5,688.00",3,853.2,17917.2,3/25/2019,18:02,Cash,17064,4.761904762,N853.20,9.5,,,,,,,,,
531-56-4728,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-531-56-4728,"N28,828.80",3,4324.32,90810.72,2/11/2019,15:29,Cash,86486.4,4.761904762,"N4,324.32",5.4,,,,,,,,,
221-25-5073,A,Lagos,Normal,F,Food and beverages,Food and beverages-221-25-5073,"N26,877.60",4,5375.52,112885.92,3/4/2019,10:39,Cash,107510.4,4.761904762,"N5,375.52",8.5,,,,,,,,,
809-46-1866,A,Lagos,Normal,M,Health and beauty,Health and beauty-809-46-1866,"N20,934.00",4,4186.8,87922.8,1/23/2019,17:44,Cash,83736,4.761904762,"N4,186.80",8.4,,,,,,,,,
139-32-4183,A,Lagos,Member,F,Sports and travel,Sports and travel-139-32-4183,"N35,092.80",9,15791.76,331626.96,3/14/2019,14:19,   Epay,315835.2,4.761904762,"N15,791.76",7.4,,,,,,,,,
886-18-2897,A,Lagos,Normal,F,Food and beverages,Food and beverages-886-18-2897,"N20,361.60",5,5090.4,106898.4,3/22/2019,19:06,Card,101808,4.761904762,"N5,090.40",4.5,,,,,,,,,
745-74-0715,A,Lagos,Normal,M,Electronic accessories,Electronic accessories-745-74-0715,"N20,890.80",2,2089.08,43870.68,3/10/2019,20:46,   Epay,41781.6,4.761904762,"N2,089.08",8.8,,,,,,,,,
727-02-1313,A,Lagos,Member,M,Food and beverages,Food and beverages-727-02-1313,"N11,462.40",1,573.12,12035.52,2/9/2019,13:22,Cash,11462.4,4.761904762,N573.12,7.7,,,,,,,,,
347-56-2442,A,Lagos,Normal,M,Home and lifestyle,Home and lifestyle-347-56-2442,"N23,695.20",1,1184.76,24879.96,2/22/2019,15:33,Cash,23695.2,4.761904762,"N1,184.76",4.1,,,,,,,,,
849-09-3807,A,Lagos,Member,F,Fashion accessories,Fashion accessories-849-09-3807,"N31,802.40",7,11130.84,233747.64,2/18/2019,13:28,Cash,222616.8,4.761904762,"N11,130.84",6.6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
